AdditionalFields,ClientVersion,DeviceId,DeviceName,DeviceObjectId,IsAzureADJoined,LoggedOnUsers,MachineGroup,OSArchitecture,OSBuild,OSPlatform,OSVersion,RegistryDeviceTag,ReportId,"TimeGenerated [UTC]","Timestamp [UTC]",AadDeviceId,DeviceCategory,DeviceSubtype,DeviceType,JoinType,MergedDeviceIds,MergedToDeviceId,Model,OnboardingStatus,OSDistribution,OSVersionInfo,Vendor,SensorHealthState,IsExcluded,ExclusionReason,AssetValue,ExposureLevel,IsInternetFacing,DeviceManualTags,DeviceDynamicTags,AwsResourceName,GcpFullResourceName,CloudPlatforms,HardwareUuid,HostDeviceId,IsTransient,MitigationStatus,OsBuildRevision,RestrictedDeviceSecurityOperations,SourceSystem,Type
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032636281036300,"1/6/2026, 2:32:49.461 AM","1/6/2026, 2:32:49.461 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032882274431000,"1/6/2026, 9:07:52.997 AM","1/6/2026, 9:07:52.997 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032672411977000,"1/6/2026, 3:32:53.679 AM","1/6/2026, 3:32:53.679 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032697336176900,"1/6/2026, 4:14:37.008 AM","1/6/2026, 4:14:37.008 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032744486230100,"1/6/2026, 5:33:08.577 AM","1/6/2026, 5:33:08.577 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032690707700000,"1/6/2026, 4:03:59.645 AM","1/6/2026, 4:03:59.645 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032762748427500,"1/6/2026, 6:04:11.784 AM","1/6/2026, 6:04:11.784 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032733624223400,"1/6/2026, 5:14:46.923 AM","1/6/2026, 5:14:46.923 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032726921984100,"1/6/2026, 5:04:05.527 AM","1/6/2026, 5:04:05.527 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032816088457200,"1/6/2026, 7:33:18.063 AM","1/6/2026, 7:33:18.063 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032798948134900,"1/6/2026, 7:04:24.870 AM","1/6/2026, 7:04:24.870 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032805316377000,"1/6/2026, 7:14:58.626 AM","1/6/2026, 7:14:58.626 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639033030594022100,"1/6/2026, 1:29:34.376 PM","1/6/2026, 1:29:34.376 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639033030917535900,"1/6/2026, 1:31:07.053 PM","1/6/2026, 1:31:07.053 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032841526340400,"1/6/2026, 8:15:04.038 AM","1/6/2026, 8:15:04.038 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032887998838500,"1/6/2026, 9:27:56.361 AM","1/6/2026, 9:27:56.361 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032888188419600,"1/6/2026, 9:07:19.312 AM","1/6/2026, 9:07:19.312 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032854670693200,"1/6/2026, 8:33:26.820 AM","1/6/2026, 8:33:26.820 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639033052071779600,"1/6/2026, 2:05:47.955 PM","1/6/2026, 2:05:47.955 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032907782840700,"1/6/2026, 10:05:09.890 AM","1/6/2026, 10:05:09.890 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032896579740400,"1/6/2026, 9:37:19.324 AM","1/6/2026, 9:37:19.324 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032907690932600,"1/6/2026, 10:05:13.704 AM","1/6/2026, 10:05:13.704 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032874495511900,"1/6/2026, 9:04:52.661 AM","1/6/2026, 9:04:52.661 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032879372929200,"1/6/2026, 9:12:56.357 AM","1/6/2026, 9:12:56.357 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032943947332700,"1/6/2026, 11:05:17.871 AM","1/6/2026, 11:05:17.871 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032943490971100,"1/6/2026, 11:05:19.109 AM","1/6/2026, 11:05:19.109 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032957817549000,"1/6/2026, 11:29:08.033 AM","1/6/2026, 11:29:08.033 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639032921715310500,"1/6/2026, 10:28:55.895 AM","1/6/2026, 10:28:55.895 AM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032979936180500,"1/6/2026, 12:05:46.448 PM","1/6/2026, 12:05:46.448 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639033015486627500,"1/6/2026, 1:05:35.307 PM","1/6/2026, 1:05:35.307 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639032998867406100,"1/6/2026, 12:27:56.365 PM","1/6/2026, 12:27:56.365 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639033196519388300,"1/6/2026, 6:06:21.348 PM","1/6/2026, 6:06:21.348 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639033066188086800,"1/6/2026, 2:29:39.182 PM","1/6/2026, 2:29:39.182 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8210.19041.2006",4ea8fd5d341dfda4d5119d7694a4ef1418256c59,"casterlyrock.sevenkingdoms.local",,,"[{""UserName"":""localuser"",""DomainName"":""CASTERLYROCK"",""Sid"":""S-1-5-21-3713504507-1819471056-20737139-1000""}]",UnassignedGroup,"64-bit",19045,Windows10,"10.0",,639033079890320900,"1/6/2026, 2:50:16.815 PM","1/6/2026, 2:50:16.815 PM",,Endpoint,,Workstation,"Domain Joined",,,,Onboarded,Windows10,22H2,,Active,false,,,None,,,,,,,,,false,,2006,,,DeviceInfo
,"10.8797.19045.6036",c6fef73d7a223477e428e6ab072fbaad48c74270,"casterlyrock.sevenkingdoms.local",,false,"[]",GOAD,"64-bit",19045,Windows10,"10.0",,639033079891611400,"1/6/2026, 2:57:22.112 PM","9/17/2025, 2:51:41.662 PM",,Endpoint,,Workstation,"Domain Joined",,,,Onboarded,Windows10,22H2,,Inactive,false,,,None,,,,,,"[""Arc""]","c0165cc5-4937-411d-8c8b-b3790f18ac93",,false,,6036,,,DeviceInfo
,"10.8210.19041.2006",4ea8fd5d341dfda4d5119d7694a4ef1418256c59,"casterlyrock.sevenkingdoms.local",,,"[{""UserName"":""localuser"",""DomainName"":""CASTERLYROCK"",""Sid"":""S-1-5-21-3713504507-1819471056-20737139-1000""}]",UnassignedGroup,"64-bit",19045,Windows10,"10.0",,639033080963015600,"1/6/2026, 2:50:16.815 PM","1/6/2026, 2:50:16.815 PM",,Endpoint,,Workstation,"Domain Joined",,,,Onboarded,Windows10,22H2,,Active,false,,,None,,,,,,,,,false,,2006,,,DeviceInfo
,"10.8210.19041.2006",4ea8fd5d341dfda4d5119d7694a4ef1418256c59,"casterlyrock.sevenkingdoms.local",,,"[{""UserName"":""localuser"",""DomainName"":""CASTERLYROCK"",""Sid"":""S-1-5-21-3713504507-1819471056-20737139-1000""}]",GOAD,"64-bit",19045,Windows10,"10.0",,639033094512132600,"1/6/2026, 2:50:16.815 PM","1/6/2026, 2:50:16.815 PM",,Endpoint,,Workstation,"Domain Joined",,,,Onboarded,Windows10,22H2,,Active,false,,,None,,,,,,,,,false,,2006,,,DeviceInfo
,"10.8210.19041.2006",4ea8fd5d341dfda4d5119d7694a4ef1418256c59,"casterlyrock.sevenkingdoms.local",,,"[{""UserName"":""localuser"",""DomainName"":""CASTERLYROCK"",""Sid"":""S-1-5-21-3713504507-1819471056-20737139-1000""}]",UnassignedGroup,"64-bit",19045,Windows10,"10.0",,639033082789357700,"1/6/2026, 2:50:16.815 PM","1/6/2026, 2:50:16.815 PM",,Endpoint,,Workstation,"Domain Joined",,,,Onboarded,Windows10,22H2,,Active,false,,,None,,,,,,,,,false,,2006,,,DeviceInfo
,"10.8798.17763.7792",71a0557094bd79802ccb878bb11ac78612973c24,"castelblack.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""CASTELBLACK"",""Sid"":""S-1-5-21-2428024234-3189697923-2318280212-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-SRV02",639032981954813700,"1/6/2026, 12:05:20.638 PM","1/6/2026, 12:05:20.638 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","dd0932af-112f-478a-a873-d64f7666785a",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",0220e4c274577c1dba179f1812d031a7757ffaae,"kingslanding.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""SEVENKINGDOMS"",""Sid"":""S-1-5-21-3730121682-1558260717-1313176974-1000""}]",GOAD,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC01",639033102251221600,"1/6/2026, 3:29:49.709 PM","1/6/2026, 3:29:49.709 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","e0790d1a-da7c-44af-82e6-7ba7ca1d5359",,false,,7792,,,DeviceInfo
,"10.8798.17763.7792",536672e83b4ef2f109c5d44e37a947eedcfb6b4b,"winterfell.north.sevenkingdoms.local",,false,"[{""UserName"":""localuser"",""DomainName"":""NORTH"",""Sid"":""S-1-5-21-2975077076-1813412092-533620653-1000""}]",UnassignedGroup,"64-bit",17763,WindowsServer2019,"10.0","GOADa7ff41-GOAD-DC02",639033102560729000,"1/6/2026, 3:27:56.356 PM","1/6/2026, 3:27:56.356 PM",,Endpoint,,Server,"Domain Joined",,,,Onboarded,WindowsServer2019,1809,,Active,false,,,Medium,,,,,,"[""Arc""]","b5d0c01c-bf08-4354-8e81-9412ae4ffb7e",,false,,7792,,,DeviceInfo
