AccountDomain,AccountName,AccountObjectId,AccountSid,AccountUpn,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FolderPath,FileSize,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessLogonId,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,LogonId,MD5,MachineGroup,ProcessCommandLine,ProcessCreationTime,ProcessId,ProcessIntegrityLevel,ProcessTokenElevation,ProcessVersionInfoCompanyName,ProcessVersionInfoProductName,ProcessVersionInfoProductVersion,ProcessVersionInfoInternalFileName,ProcessVersionInfoOriginalFileName,ProcessVersionInfoFileDescription,InitiatingProcessSignerType,InitiatingProcessSignatureStatus,ReportId,SHA1,SHA256,TimeGenerated,Timestamp,InitiatingProcessParentCreationTime,InitiatingProcessCreationTime,CreatedProcessSessionId,IsProcessRemoteSession,ProcessRemoteSessionDeviceName,ProcessRemoteSessionIP,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,InitiatingProcessUniqueId,ProcessUniqueId,SourceSystem,Type
nt authority,system,,S-1-5-18,,ProcessCreated,,,0220e4c274577c1dba179f1812d031a7757ffaae,kingslanding.sevenkingdoms.local,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,448000.0,nt authority,system,,S-1-5-18,,"""SenseIR.exe"" ""OfflineSenseIR"" ""4484"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzY3Nn0=""",senseir.exe,c:\program files\windows defender advanced threat protection\senseir.exe,4076.0,System,0.0,9f26d485e90a69f6676933b84bca8b17,MsSense.exe,2128.0,4e1e97c7c8baf4beaa6117fcc4d5eef13a423f52,7415f87aaaa5f79d2c229593d9b440f91f9731dfdd722a1e0d5b4ec036def003,TokenElevationTypeDefault,6056136.0,Microsoft Corporation,Microsoft® Windows® Operating System,10.8798.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,999.0,7353f60b1739074eb17c5f4dddefe239,GOAD,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8809.14489670.0.14489670-b8f16a2851da4ed1049b99704bb8fbdf27b2e4b7\ff329403-23a5-41b7-a39d-aa72989ddc28.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8809.14489670.0.14489670-b8f16a2851da4ed1049b99704bb8fbdf27b2e4b7\ff329403-23a5-41b7-a39d-aa72989ddc28.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'f4d6ee15dd86b2640ccb35a2e8ce450872d8c96e4faa999038d3c925f7e2d7b2')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8809.14489670.0.14489670-b8f16a2851da4ed1049b99704bb8fbdf27b2e4b7\ff329403-23a5-41b7-a39d-aa72989ddc28.ps1' }""",2026-01-06T01:54:44.457000Z,1516,System,TokenElevationTypeDefault,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.17763.1,POWERSHELL,PowerShell.EXE,Windows PowerShell,OsVendor,Valid,1023370,6cbce4a295c163791b60fc23d285e6d84f28ee4c,de96a6e69944335375dc1ac238336066889d9ffc7d73628ef4fe1b1b160ab32c,2026-01-06T01:54:44.467000Z,2026-01-06T01:54:44.467000Z,2025-10-02T13:59:32.217000Z,2026-01-06T01:54:34.134000Z,0.0,False,,,0.0,False,,,7881299349273179.0,7881299349273180.0,,DeviceProcessEvents
nt authority,system,,S-1-5-18,,ProcessCreated,,,0220e4c274577c1dba179f1812d031a7757ffaae,kingslanding.sevenkingdoms.local,SenseIR.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe,6056136.0,nt authority,system,,S-1-5-18,,"""MsSense.exe""",mssense.exe,c:\program files\windows defender advanced threat protection\mssense.exe,2128.0,System,0.0,6e1827ea9a0625010ae183e9010628e6,services.exe,588.0,2da137cfc7c08d5a1a8b98ef4bc68be9ad1f550c,59d09b40458806f19621fc79d8d88d8eb5e9dee0e836f298c7558d9f35882bd8,TokenElevationTypeDefault,918504.0,Microsoft Corporation,Microsoft® Windows® Operating System,10.8798.25857.1000,MsSense.exe,MsSense.exe,Windows Defender Advanced Threat Protection Service Executable,0.0,9f26d485e90a69f6676933b84bca8b17,GOAD,"""SenseIR.exe"" ""OfflineSenseIR"" ""4484"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzY3Nn0=""",2026-01-06T01:54:34.134000Z,4076,System,TokenElevationTypeDefault,Microsoft Corporation,Microsoft® Windows® Operating System,10.8798.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,OsVendor,Valid,1023369,4e1e97c7c8baf4beaa6117fcc4d5eef13a423f52,7415f87aaaa5f79d2c229593d9b440f91f9731dfdd722a1e0d5b4ec036def003,2026-01-06T01:54:34.136000Z,2026-01-06T01:54:34.136000Z,2025-10-02T13:59:14.453000Z,2025-10-02T13:59:32.217000Z,0.0,False,,,0.0,False,,,7881299347898442.0,7881299349273179.0,,DeviceProcessEvents
,,,,,ProcessCreatedAggregatedReport,"{""uniqueEventsAggregated"":1}",,71a0557094bd79802ccb878bb11ac78612973c24,castelblack.north.sevenkingdoms.local,csc.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,,,,,,,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'f9b557216d283ca8d02b12bac3bc25bcdb0ec984b957c42d92f9edefc9ae077f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'ac0dff181569efc5b1f47da08a233e490dca0fd69ef7f2d06c1555b13f54ce8e')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '9c61c3421c2d5d96af689aa95982cd2a66f206bc345deb6c2beb1028ec01157c')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b9fd818f030b9aaa3e3f48d3c67b8bc5b37c61228406f2e29a03330da049da81')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b2cc6531afd64d349c6f2c6fc2fb9150c8754740897aea2498fa0ba9edf4873f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'fe19036309bb5141092ee0a1fd3d29fc6cb7444c6e64e44173b4b167f8e5160b')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'c8fd0745be9fafb90017fdda7670fda9b07a10b5d3ae654af502fd03fa23119f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '86caca51e4423e780b365dcf4650db703d3dad9e55b261746b9d601634939db8')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'e158bfcb7dd733789b093624d2586249936788ad99af40a3a81e4bcb68d8c306')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,6cbce4a295c163791b60fc23d285e6d84f28ee4c,,,,,,,,,,,,UnassignedGroup,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\TEMP\z4bw2bu1\z4bw2bu1.cmdline""",,0,,,,,,,,,,,1078363,1158a20094d14277e4cbb5ded3074bd948fa3ff9,,2026-01-06T01:59:45.232000Z,2026-01-06T01:59:45.232000Z,,,,False,,,,False,,,,,,DeviceProcessEvents
,,,,,ProcessCreatedAggregatedReport,"{""uniqueEventsAggregated"":2}",,71a0557094bd79802ccb878bb11ac78612973c24,castelblack.north.sevenkingdoms.local,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,"""gc_worker.exe"" -a WindowsDefenderExploitGuard -c NonCompliant -s inguest -g https://uksouth-gas.guestconfiguration.azure.com/virtualMachines/71c5da66-fbb8-4f62-94fc-0c3772dd89f7",gc_worker.exe,C:\Program Files\AzureConnectedMachineAgent\GCArcService2\GC\gc_worker.exe,,,,,,,ecf8fda20bf767b78cafa28c57339378b6e6f803,,,,,,,,,,,,UnassignedGroup,"""powershell.exe"" -noninteractive -outputFormat xml -NonInteractive -encodedCommand IABbAEUAbgB2AGkAcgBvAG4AbQBlAG4AdABdADoAOgBPAFMAVgBlAHIAcwBpAG8AbgAuAFYAZQByAHMAaQBvAG4AIAA= -inputFormat xml",,0,,,,,,,,,,,1078366,6cbce4a295c163791b60fc23d285e6d84f28ee4c,,2026-01-06T01:59:45.285000Z,2026-01-06T01:59:45.285000Z,,,,False,,,,False,,,,,,DeviceProcessEvents
,,,,,ProcessCreatedAggregatedReport,"{""uniqueEventsAggregated"":1}",,71a0557094bd79802ccb878bb11ac78612973c24,castelblack.north.sevenkingdoms.local,csc.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,,,,,,,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'f9b557216d283ca8d02b12bac3bc25bcdb0ec984b957c42d92f9edefc9ae077f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'ac0dff181569efc5b1f47da08a233e490dca0fd69ef7f2d06c1555b13f54ce8e')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '9c61c3421c2d5d96af689aa95982cd2a66f206bc345deb6c2beb1028ec01157c')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b9fd818f030b9aaa3e3f48d3c67b8bc5b37c61228406f2e29a03330da049da81')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b2cc6531afd64d349c6f2c6fc2fb9150c8754740897aea2498fa0ba9edf4873f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'fe19036309bb5141092ee0a1fd3d29fc6cb7444c6e64e44173b4b167f8e5160b')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'c8fd0745be9fafb90017fdda7670fda9b07a10b5d3ae654af502fd03fa23119f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '86caca51e4423e780b365dcf4650db703d3dad9e55b261746b9d601634939db8')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'e158bfcb7dd733789b093624d2586249936788ad99af40a3a81e4bcb68d8c306')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,6cbce4a295c163791b60fc23d285e6d84f28ee4c,,,,,,,,,,,,UnassignedGroup,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\TEMP\sesdhmd0\sesdhmd0.cmdline""",,0,,,,,,,,,,,1078364,1158a20094d14277e4cbb5ded3074bd948fa3ff9,,2026-01-06T01:59:45.249000Z,2026-01-06T01:59:45.249000Z,,,,False,,,,False,,,,,,DeviceProcessEvents
,,,,,ProcessCreatedAggregatedReport,"{""uniqueEventsAggregated"":1}",,71a0557094bd79802ccb878bb11ac78612973c24,castelblack.north.sevenkingdoms.local,csc.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,,,,,,,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\AntiVirus.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'f9b557216d283ca8d02b12bac3bc25bcdb0ec984b957c42d92f9edefc9ae077f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\EDR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'ac0dff181569efc5b1f47da08a233e490dca0fd69ef7f2d06c1555b13f54ce8e')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\Firewall.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '9c61c3421c2d5d96af689aa95982cd2a66f206bc345deb6c2beb1028ec01157c')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ASR.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b9fd818f030b9aaa3e3f48d3c67b8bc5b37c61228406f2e29a03330da049da81')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\WindowsSecurityExperience.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'b2cc6531afd64d349c6f2c6fc2fb9150c8754740897aea2498fa0ba9edf4873f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\ConflictResolutionUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'fe19036309bb5141092ee0a1fd3d29fc6cb7444c6e64e44173b4b167f8e5160b')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\SharedUtils.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'c8fd0745be9fafb90017fdda7670fda9b07a10b5d3ae654af502fd03fa23119f')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\FeaturesRings.psm1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '86caca51e4423e780b365dcf4650db703d3dad9e55b261746b9d601634939db8')) { exit 323;};$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'e158bfcb7dd733789b093624d2586249936788ad99af40a3a81e4bcb68d8c306')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\SenseCM\PolicyEnforcer.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,6cbce4a295c163791b60fc23d285e6d84f28ee4c,,,,,,,,,,,,UnassignedGroup,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\TEMP\dspwn4i3\dspwn4i3.cmdline""",,0,,,,,,,,,,,1078357,1158a20094d14277e4cbb5ded3074bd948fa3ff9,,2026-01-06T01:59:45.139000Z,2026-01-06T01:59:45.139000Z,,,,False,,,,False,,,,,,DeviceProcessEvents
